stationName,date,record,maxAirTmp,timeMaxAirTmp,minAirTmp,timeMinAirTmp,avgAirTmp,avgRelHum,avgDewPoint,maxRelHum,timeMaxRelHum,maxDewPoint,timeMaxDewPoint,minRelHum,timeMinRelHum,minDewPoint,timeMinDewPoint,avgWindSpeed,maxWindSpeed,timeMaxWindSpeed,maxWindSpeedDir,precip,solRad,eto,etoFlag,hstAirTmp01,hstAirTmp02,hstAirTmp03,hstAirTmp04,hstAirTmp05,hstAirTmp06,hstAirTmp07,hstAirTmp08,hstAirTmp09,hstAirTmp10,hstAirTmp11,hstAirTmp12,hstAirTmp13,batVolt,yearRain,eto7,eto30,maxSoilTmp,minSoilTmp,avgSoilTmp
Foothills,2019-10-25,0,93.4,1251.0,67.77,622.0,78.45,12.13,,,,,,,,,,3.443,18.85,1341.0,261.0,0.0,414.5,0.178,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-10-26,0,87.5,1145.0,60.8,2310.0,74.56,18.18,,,,,,,,,,2.444,12.14,1200.0,269.0,0.0,417.6,0.144,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-10-27,0,68.99,1159.0,53.32,2329.0,60.37,62.68,,,,,,,,,,3.195,22.2,2157.0,84.0,0.0,333.2,0.097,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-10-28,0,77.97,1348.0,52.48,23.0,62.59,23.76,,,,,,,,,,4.055,27.23,258.0,128.0,0.0,413.6,0.154,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-10-29,0,71.0,1222.0,51.14,306.0,59.04,49.87,,,,,,,,,,2.107,10.46,1222.0,262.0,0.0,390.0,0.106,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-10-30,0,73.36,1237.0,52.11,156.0,61.82,15.07,,,,,,,,,,2.859,32.26,428.0,104.0,0.0,413.0,0.132,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-10-31,0,78.58,1426.0,50.71,428.0,63.33,11.14,,,,,,,,,,1.538,15.49,1404.0,264.0,0.0,413.8,0.132,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-01,0,81.1,1418.0,56.24,433.0,66.74,15.52,,,,,,,,,,1.511,13.82,1126.0,292.0,0.0,403.9,0.128,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-02,0,83.3,1324.0,61.29,528.0,69.25,15.46,,,,,,,,,,2.145,15.49,1231.0,266.0,0.0,368.9,0.134,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-03,0,80.8,1331.0,60.01,2254.0,67.9,17.78,,,,,,,,,,2.405,15.49,1224.0,302.0,0.0,392.7,0.137,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-04,0,82.4,1250.0,58.56,201.0,67.8,25.94,,,,,,,,,,2.137,13.82,1232.0,263.0,0.0,380.6,0.132,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-05,0,82.4,1454.0,58.06,157.0,67.72,37.05,,,,,,,,,,1.734,10.46,1120.0,275.0,0.0,370.8,0.117,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-06,0,77.0,1355.0,52.11,2359.0,61.72,71.43,,,,,,,,,,1.676,10.46,1152.0,267.0,0.0,363.0,0.103,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-07,0,78.22,1415.0,50.05,56.0,63.95,61.37,,,,,,,,,,2.007,12.14,1329.0,260.0,0.0,356.2,0.103,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-08,0,86.6,1145.0,59.64,26.0,75.56,26.23,,,,,,,,,,2.641,12.14,1255.0,274.0,0.0,356.2,0.135,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-09,0,88.2,1224.0,64.8,2246.0,76.04,17.71,,,,,,,,,,2.679,18.85,1320.0,264.0,0.0,357.7,0.141,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-10,0,77.49,1318.0,50.59,2355.0,64.06,55.7,,,,,,,,,,1.505,12.14,1115.0,261.0,0.0,355.2,0.105,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-11,0,74.82,1332.0,48.22,703.0,58.66,84.4,,,,,,,,,,1.842,10.46,1207.0,297.0,0.01,336.6,0.09,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-12,0,81.6,1300.0,55.14,622.0,66.05,58.65,,,,,,,,,,1.762,10.46,1300.0,274.0,0.0,339.9,0.103,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-13,0,75.78,1103.0,52.48,2305.0,62.99,59.27,,,,,,,,,,1.195,10.46,1242.0,299.0,0.0,319.1,0.091,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-14,0,73.78,1409.0,49.19,657.0,57.7,82.8,,,,,,,,,,2.183,12.14,1545.0,256.0,0.0,316.0,0.084,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-15,0,72.28,1413.0,48.1,530.0,57.0,84.6,,,,,,,,,,2.072,18.85,1501.0,267.0,0.0,260.9,0.068,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-16,0,81.0,1353.0,53.09,1.0,67.98,48.12,,,,,,,,,,2.19,10.46,1222.0,268.0,0.0,325.6,0.104,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-17,0,114.0,1306.0,69.72,2354.0,79.0,14.75,,,,,,,,,,3.902,18.85,243.0,91.0,0.0,336.3,0.157,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-18,0,89.4,1221.0,65.59,2359.0,75.9,15.29,,,,,,,,,,2.661,15.49,1300.0,261.0,0.01,321.3,0.13,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-19,0,81.8,1051.0,56.48,2314.0,66.88,44.92,,,,,,,,,,2.34,13.82,1611.0,157.0,0.0,241.5,0.083,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-20,0,57.45,1.0,47.13,1122.0,51.27,88.1,,,,,,,,,,3.032,23.88,638.0,296.0,0.23,123.7,0.031,M,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-21,0,64.13,1305.0,48.95,347.0,53.09,82.5,,,,,,,,,,1.368,10.46,1259.0,184.0,0.06,211.6,0.052,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-22,0,69.78,1320.0,49.19,138.0,57.32,63.29,,,,,,,,,,2.469,15.49,1457.0,271.0,0.0,315.3,0.085,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-23,0,72.99,1414.0,52.11,526.0,61.28,41.42,,,,,,,,,,2.094,15.49,1428.0,94.0,0.0,311.0,0.09,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-24,0,74.08,1346.0,54.24,2337.0,62.49,32.98,,,,,,,,,,1.846,13.82,1232.0,278.0,0.0,313.1,0.096,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-25,0,68.26,1216.0,50.23,2300.0,57.16,57.57,,,,,,,,,,1.789,13.82,1240.0,273.0,0.0,309.8,0.081,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-26,0,66.56,1219.0,49.19,2319.0,55.7,33.39,,,,,,,,,,3.514,23.88,232.0,349.0,0.0,289.7,0.101,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-27,0,53.81,914.0,43.72,2231.0,48.13,84.6,,,,,,,,,,2.846,20.52,1142.0,307.0,0.56,68.46,0.018,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-28,0,48.04,610.0,40.31,1940.0,45.2,91.7,,,,,,,,,,3.062,17.17,741.0,128.0,1.81,32.1,0.011,M,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-29,0,53.21,1407.0,39.17,551.0,44.43,84.8,,,,,,,,,,2.844,20.52,748.0,276.0,0.19,172.9,0.04,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-11-30,0,57.56,1153.0,42.33,629.0,49.58,68.63,,,,,,,,,,1.561,10.46,1313.0,279.0,0.0,187.3,0.049,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-01,0,63.88,1224.0,48.46,315.0,54.19,51.81,,,,,,,,,,1.22,10.46,1230.0,275.0,0.0,216.6,0.06,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-02,0,69.35,1414.0,50.11,541.0,57.9,52.97,,,,,,,,,,1.438,8.79,1035.0,262.0,0.0,238.5,0.066,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-03,0,66.32,1237.0,52.71,14.0,59.14,60.13,,,,,,,,,,0.931,7.108,1310.0,265.0,0.0,100.6,0.033,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-04,0,59.22,209.0,50.59,2358.0,54.44,92.0,,,,,,,,,,1.686,13.82,1258.0,257.0,1.0,48.46,0.015,M,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-05,0,64.61,1425.0,48.71,438.0,55.01,81.1,,,,,,,,,,0.914,12.14,1447.0,286.0,0.01,214.8,0.052,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-06,0,69.7,1129.0,53.33,619.0,58.75,71.19,,,,,,,,,,1.479,15.49,1235.0,291.0,0.07,177.9,0.052,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-07,0,63.94,944.0,55.81,2359.0,58.54,90.1,,,,,,,,,,1.375,12.14,157.0,104.0,0.08,62.11,0.021,M,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-08,0,61.45,1255.0,50.7,2324.0,55.49,97.7,,,,,,,,,,2.337,18.85,1437.0,275.0,0.16,87.9,0.024,M,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-09,0,64.98,1422.0,47.86,631.0,54.2,83.6,,,,,,,,,,1.613,12.14,1306.0,297.0,0.01,253.2,0.058,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-10,0,65.95,1252.0,47.25,608.0,55.14,75.47,,,,,,,,,,1.503,12.14,1106.0,249.0,0.0,205.7,0.049,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-11,0,66.44,1356.0,48.22,611.0,56.17,64.53,,,,,,,,,,1.897,13.82,1339.0,266.0,0.0,252.0,0.067,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-12,0,71.04,1334.0,51.87,548.0,59.5,68.24,,,,,,,,,,1.372,10.46,1422.0,277.0,0.0,267.0,0.068,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-13,0,72.02,1337.0,50.16,2325.0,59.37,77.13,,,,,,,,,,1.266,10.46,1257.0,280.0,0.0,269.5,0.071,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-14,0,58.96,1335.0,49.68,159.0,53.37,96.5,,,,,,,,,,1.79,12.14,1617.0,266.0,0.02,70.84,0.019,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-15,0,61.81,1458.0,46.7,656.0,52.52,65.6,,,,,,,,,,2.252,12.14,1141.0,261.0,0.0,278.6,0.067,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-16,0,62.3,1311.0,48.22,2326.0,54.89,23.78,,,,,,,,,,4.647,32.26,1845.0,109.0,0.0,286.6,0.107,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-17,0,67.29,1443.0,44.45,555.0,55.14,18.72,,,,,,,,,,2.442,17.17,1956.0,110.0,0.0,264.6,0.078,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-18,0,63.58,1304.0,45.54,2232.0,52.0,27.66,,,,,,,,,,1.448,18.85,1348.0,270.0,0.0,208.8,0.056,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-19,0,63.64,1358.0,43.61,401.0,53.31,38.9,,,,,,,,,,1.244,10.46,1144.0,259.0,0.0,277.0,0.068,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-20,0,75.66,1337.0,50.11,441.0,61.55,27.65,,,,,,,,,,0.732,10.46,1442.0,247.0,0.0,268.1,0.072,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-21,0,73.23,1327.0,56.48,704.0,62.31,24.81,,,,,,,,,,0.564,7.108,1346.0,282.0,0.0,191.0,0.054,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-22,0,64.37,1159.0,53.68,219.0,58.12,30.95,,,,,,,,,,1.321,13.82,2138.0,58.0,0.0,143.8,0.052,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-23,0,55.46,1011.0,45.18,457.0,49.88,89.1,,,,,,,,,,2.313,13.82,441.0,292.0,1.36,34.86,0.013,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-24,0,57.92,1404.0,45.3,2241.0,49.45,87.6,,,,,,,,,,2.371,15.49,1308.0,265.0,0.1,220.2,0.048,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-25,0,52.66,1128.0,43.11,707.0,46.78,88.0,,,,,,,,,,2.379,18.85,2307.0,149.0,0.36,109.9,0.024,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-26,0,52.77,1449.0,38.74,459.0,45.17,79.92,,,,,,,,,,3.453,22.2,216.0,83.0,1.58,117.9,0.028,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-27,0,59.38,1322.0,43.23,706.0,49.49,65.63,,,,,,,,,,2.716,18.85,257.0,300.0,0.0,278.5,0.066,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-28,0,60.54,1325.0,42.51,421.0,49.29,75.44,,,,,,,,,,1.758,10.46,1220.0,309.0,0.0,266.2,0.059,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-29,0,59.99,1447.0,43.96,634.0,50.04,72.18,,,,,,,,,,1.2,10.46,1319.0,292.0,0.0,204.9,0.047,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-30,0,58.79,1040.0,46.7,1.0,52.35,49.02,,,,,,,,,,3.537,27.23,2102.0,10.0,0.0,115.5,0.057,*,,,,,,,,,,,,,,,,,,,,
Foothills,2019-12-31,0,66.25,1537.0,54.05,2003.0,58.57,33.56,,,,,,,,,,5.701,40.65,547.0,25.0,0.0,281.5,0.113,*,,,,,,,,,,,,,,,,,,,,
Foothills,2020-01-01,0,66.19,1314.0,48.34,2256.0,56.16,51.3,,,,,,,,,,1.887,12.14,1207.0,267.0,0.0,278.5,0.073,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-01,0,54.85,1429.0,41.82,435.0,46.86,14.66,,,,,,,,,,4.208,30.59,620.0,92.0,0.0,289.9,0.1,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-02,0,59.72,1047.0,37.56,324.0,47.5,35.94,,,,,,,,,,0.977,22.2,19.0,143.0,0.0,281.5,0.064,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-03,0,62.09,1215.0,38.29,22.0,47.65,61.35,,,,,,,,,,0.952,8.79,1025.0,122.0,0.0,287.6,0.065,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-04,0,59.46,1356.0,37.56,245.0,47.0,79.94,,,,,,,,,,0.674,7.108,1247.0,258.0,0.0,289.1,0.064,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-05,0,51.77,1233.0,42.12,23.0,47.85,85.9,,,,,,,,,,3.79,17.17,2148.0,123.0,0.44,53.53,0.022,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-06,0,57.47,1114.0,40.84,700.0,47.87,87.6,,,,,,,,,,1.373,10.46,55.0,109.0,0.01,217.8,0.047,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-07,0,59.96,1238.0,46.08,542.0,50.33,81.1,,,,,,,,,,2.131,13.82,342.0,104.0,0.02,180.7,0.042,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-08,0,68.12,1228.0,44.98,456.0,54.96,66.74,,,,,,,,,,1.639,12.14,1748.0,106.0,0.0,248.1,0.066,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-09,0,65.28,1223.0,43.27,605.0,52.62,81.4,,,,,,,,,,1.088,10.46,240.0,120.0,0.0,281.4,0.066,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-10,0,62.21,1108.0,45.23,422.0,51.72,90.8,,,,,,,,,,0.264,7.108,158.0,277.0,0.0,259.3,0.059,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-11,0,59.67,1232.0,44.8,645.0,48.9,92.9,,,,,,,,,,1.733,15.49,2339.0,102.0,0.0,171.3,0.039,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-12,0,59.75,1433.0,43.28,2254.0,48.88,90.3,,,,,,,,,,2.304,20.52,408.0,129.0,0.77,239.3,0.057,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-13,0,58.57,1355.0,40.41,425.0,49.46,78.79,,,,,,,,,,1.278,13.82,2302.0,105.0,0.0,207.2,0.049,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-14,0,53.72,659.0,47.09,1418.0,49.81,79.97,,,,,,,,,,3.984,22.2,931.0,112.0,0.7,34.29,0.022,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-15,0,57.05,1158.0,45.57,817.0,50.12,91.8,,,,,,,,,,5.135,28.91,1837.0,116.0,1.17,123.9,0.035,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-16,0,55.11,1547.0,50.97,712.0,53.15,98.2,,,,,,,,,,5.063,22.2,1100.0,166.0,0.96,90.5,0.02,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-17,0,55.47,1526.0,49.89,2230.0,53.75,100.0,,,,,,,,,,2.647,20.52,515.0,119.0,1.03,26.78,0.007,M,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-18,0,60.56,1416.0,49.16,1837.0,52.39,95.7,,,,,,,,,,0.198,7.108,1156.0,154.0,0.0,167.2,0.039,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-19,0,72.99,1100.0,44.98,434.0,57.46,66.89,,,,,,,,,,0.899,7.108,2247.0,107.0,0.0,301.1,0.076,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-20,0,70.9,1022.0,49.4,655.0,56.48,71.58,,,,,,,,,,0.736,12.14,1415.0,304.0,0.0,245.4,0.063,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-21,0,59.47,1216.0,42.0,2301.0,49.91,61.83,,,,,,,,,,2.832,18.85,1040.0,298.0,0.0,322.7,0.083,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-22,0,,,,,,,,,,,,,,,,,,,,,,0.077467,A,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-23,0,,,,,,,,,,,,,,,,,,,,,,0.077467,A,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-24,0,,,,,,,,,,,,,,,,,,,,,,0.077467,A,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-25,0,74.55,1205.0,39.7,214.0,63.43,28.05,,,,,,,,,,1.154,15.49,746.0,104.0,0.0,1275.0,0.327,S,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-26,0,77.77,1216.0,51.82,2313.0,64.82,19.98,,,,,,,,,,1.933,20.52,332.0,96.0,0.0,337.1,0.104,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-27,0,73.86,951.0,47.74,638.0,58.27,34.51,,,,,,,,,,0.764,5.431,201.0,108.0,0.0,360.9,0.09,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-28,0,71.94,1404.0,39.36,536.0,55.49,54.49,,,,,,,,,,0.705,7.108,242.0,109.0,0.0,266.4,0.066,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-29,0,65.22,1412.0,48.52,405.0,55.18,74.95,,,,,,,,,,1.931,13.82,1959.0,124.0,0.0,298.4,0.072,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-30,0,62.07,1328.0,48.89,437.0,53.0,94.2,,,,,,,,,,2.117,13.82,2038.0,104.0,0.0,231.1,0.055,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-01-31,0,54.33,1001.0,45.92,2153.0,50.69,98.5,,,,,,,,,,3.613,25.56,1455.0,99.0,0.74,72.79,0.016,M,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-01,0,59.44,1323.0,44.2,211.0,51.13,90.4,,,,,,,,,,2.648,17.17,2150.0,93.0,0.0,254.5,0.058,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-02,0,55.06,1022.0,45.79,2355.0,50.36,99.0,,,,,,,,,,6.715,40.65,1052.0,135.0,1.49,43.63,0.009,M,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-03,0,53.84,1455.0,45.18,37.0,48.44,99.9,,,,,,,,,,1.659,10.46,450.0,113.0,0.32,130.9,0.029,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-04,0,52.85,1228.0,45.3,2359.0,48.4,99.5,,,,,,,,,,1.751,15.49,341.0,210.0,0.42,93.0,0.02,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-05,0,51.39,1421.0,40.16,2120.0,45.28,86.9,,,,,,,,,,1.47,23.88,2104.0,331.0,0.15,223.8,0.046,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-06,0,53.95,1143.0,33.82,700.0,43.08,57.36,,,,,,,,,,1.744,12.14,1413.0,352.0,0.0,384.5,0.082,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-07,0,58.71,1121.0,37.36,103.0,47.16,51.76,,,,,,,,,,1.54,10.46,320.0,96.0,0.0,383.3,0.087,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-08,0,59.07,1111.0,34.43,450.0,45.41,79.57,,,,,,,,,,0.552,7.108,1158.0,273.0,0.0,385.6,0.086,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-09,0,57.91,1317.0,39.38,2.0,47.29,86.5,,,,,,,,,,1.457,12.14,618.0,118.0,0.33,316.1,0.072,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-10,0,56.88,1130.0,37.42,2317.0,45.76,91.6,,,,,,,,,,1.065,12.14,1908.0,275.0,0.28,196.2,0.046,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-11,0,57.29,1509.0,33.3,300.0,47.1,65.86,,,,,,,,,,0.654,13.82,1254.0,143.0,0.0,395.1,0.074,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-12,0,68.6,1149.0,37.52,348.0,54.25,40.57,,,,,,,,,,1.311,7.108,1018.0,90.0,0.0,303.1,0.088,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-13,0,58.29,935.0,48.15,1423.0,53.24,61.4,,,,,,,,,,6.273,28.91,2248.0,124.0,0.39,100.8,0.056,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-14,0,59.07,1150.0,48.83,2338.0,54.59,99.7,,,,,,,,,,4.891,27.23,257.0,106.0,3.44,31.96,0.008,M,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-15,0,60.94,1112.0,45.66,611.0,51.68,90.5,,,,,,,,,,0.666,8.79,2321.0,273.0,0.19,293.9,0.07,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-16,0,60.09,1148.0,43.42,543.0,50.66,73.72,,,,,,,,,,2.381,13.82,1621.0,276.0,0.01,416.1,0.099,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-17,0,58.39,1101.0,43.4,2351.0,49.38,73.25,,,,,,,,,,3.044,22.2,2129.0,271.0,0.0,309.6,0.074,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-18,0,56.94,1131.0,34.67,705.0,45.46,61.36,,,,,,,,,,1.1,12.14,1635.0,83.0,0.0,425.1,0.097,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-19,0,57.92,1245.0,38.92,54.0,47.52,53.85,,,,,,,,,,1.007,8.79,413.0,75.0,0.0,429.5,0.1,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-20,0,55.74,1114.0,35.94,146.0,46.15,76.64,,,,,,,,,,2.527,15.49,2207.0,281.0,0.32,241.6,0.06,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-21,0,56.17,1330.0,38.74,2327.0,46.53,69.27,,,,,,,,,,2.422,18.85,1622.0,43.0,0.0,281.5,0.068,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-22,0,58.77,1240.0,33.77,406.0,46.15,65.2,,,,,,,,,,0.53,7.108,902.0,268.0,0.0,445.7,0.103,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-23,0,61.55,1350.0,38.07,117.0,50.2,66.92,,,,,,,,,,1.297,8.79,444.0,75.0,0.0,450.1,0.11,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-24,0,66.78,1107.0,43.72,623.0,52.36,56.49,,,,,,,,,,0.519,7.108,1233.0,231.0,0.0,430.6,0.109,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-25,0,65.43,1346.0,43.89,337.0,52.45,77.38,,,,,,,,,,1.101,8.79,746.0,118.0,0.0,428.0,0.109,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-26,0,63.26,1318.0,43.65,542.0,51.94,89.3,,,,,,,,,,0.739,7.108,253.0,110.0,0.0,317.2,0.078,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-27,0,62.89,1421.0,47.0,100.0,54.07,79.72,,,,,,,,,,0.629,7.108,1127.0,110.0,0.0,330.4,0.083,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-02-28,0,67.5,1142.0,53.3,213.0,57.79,86.0,,,,,,,,,,0.633,7.108,2.0,88.0,0.01,363.7,0.097,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-03-01,0,65.31,1323.0,48.46,2258.0,55.36,92.0,,,,,,,,,,0.31,7.108,2324.0,88.0,0.01,245.0,0.065,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-03-02,0,57.8,1517.0,51.78,646.0,54.8,98.2,,,,,,,,,,3.862,20.52,959.0,121.0,1.05,60.05,0.015,M,,,,,,,,,,,,,,,,,,,,
Coastal,2019-03-03,0,62.15,1046.0,51.42,2349.0,54.95,94.6,,,,,,,,,,0.222,7.108,1018.0,244.0,0.09,297.1,0.073,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-03-04,0,62.65,1306.0,46.15,2219.0,53.13,88.8,,,,,,,,,,0.317,7.108,1222.0,237.0,0.0,313.5,0.078,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-03-05,0,66.67,1215.0,44.08,420.0,55.49,74.24,,,,,,,,,,2.749,22.2,2034.0,152.0,0.0,305.9,0.091,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-03-06,0,64.49,32.0,53.18,439.0,55.77,88.8,,,,,,,,,,3.837,23.88,1017.0,66.0,0.41,71.99,0.023,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-03-07,0,63.14,1234.0,47.79,2208.0,53.83,87.7,,,,,,,,,,0.542,10.46,1520.0,222.0,0.01,352.2,0.088,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-03-08,0,59.38,1236.0,44.56,2059.0,50.99,76.48,,,,,,,,,,1.899,18.85,1107.0,263.0,0.01,465.3,0.11,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-03-09,0,60.34,1308.0,42.92,2158.0,50.15,77.29,,,,,,,,,,2.571,13.82,635.0,97.0,0.0,411.2,0.101,*,,,,,,,,,,,,,,,,,,,,
Coastal,2019-03-10,0,59.85,1338.0,41.53,541.0,49.83,79.1,,,,,,,,,,0.635,8.79,1233.0,246.0,0.0,353.5,0.087,*,,,,,,,,,,,,,,,,,,,,
